Scattering angle:,30,,,,,Scattering angle:,40,,,,,Scattering angle:,50,,,,,Scattering angle:,60,,,,,Scattering angle:,70,,,,,Scattering angle:,80,,,,,Scattering angle:,90,,,,,Scattering angle:,100,,,,,Scattering angle:,110,,,,,Scattering angle:,120,,,,,Scattering angle:,130,,
2.50E-08,0.956528,1.00026666,1.000133321,0.000133312,,2.50E-08,0.937528,1.003752584,1.001874535,0.00187278,,2.50E-08,0.959013,0.998058028,0.999028542,-0.00097193,,2.50E-08,0.97187,1.000376735,1.00018835,0.000188332,,2.50E-08,0.97492,0.99994564,0.999972819,-2.7181E-05,,2.50E-08,0.954988,0.999307278,0.999653579,-0.000346481,,2.50E-08,0.953253,0.992910852,0.996449122,-0.003557198,,2.50E-08,0.95273,1.001335843,1.000667699,0.000667476,,2.50E-08,0.957759,1.005089678,1.002541609,0.002538385,,2.50E-08,0.952094,0.997403027,0.99870067,,,2.50E-08,0.956127,1.001765429,1.000882325
3.75E-08,0.961098,1.00504563,1.002519641,0.002516472,,3.75E-08,0.935196,1.001255858,1.000627732,0.000627535,,3.75E-08,0.966426,1.005772839,1.002882266,0.00287812,,3.75E-08,0.972685,1.001215641,1.000607636,0.000607451,,3.75E-08,0.974442,0.99945537,0.999727648,-0.000272389,,3.75E-08,0.953511,0.997761733,0.998880239,-0.001120388,,3.75E-08,0.953313,0.992973349,0.996480481,-0.003525727,,3.75E-08,0.952204,1.000783008,1.000391427,0.000391351,,3.75E-08,0.956955,1.004245946,1.002120724,0.002118479,,3.75E-08,0.956164,1.001666714,1.00083301,,,3.75E-08,0.951842,0.997275895,0.998637019
5.00E-08,0.967356,1.011589787,1.0057782,0.00576157,,5.00E-08,0.943276,1.009906608,1.004941097,0.00492893,,5.00E-08,0.95577,0.994682993,0.997337953,-0.002665596,,5.00E-08,0.977964,1.006649484,1.003319233,0.003313737,,5.00E-08,0.972332,0.997291207,0.998644685,-0.001356234,,5.00E-08,0.957533,1.001970387,1.000984708,0.000984224,,5.00E-08,0.954352,0.994055574,0.997023357,-0.002981082,,5.00E-08,0.954881,1.003596582,1.001796677,0.001795065,,5.00E-08,0.95484,1.002026426,1.0010127,0.001012188,,5.00E-08,0.960522,1.006232106,1.003111213,,,5.00E-08,0.957752,1.003467995,1.001732497
6.25E-08,0.962831,1.006857874,1.003423078,0.003417233,,6.25E-08,0.937776,1.004018102,1.002007037,0.002005026,,6.25E-08,0.960489,0.999594122,0.99979704,-0.00020298,,6.25E-08,0.967614,0.995995899,0.997995941,-0.002006069,,6.25E-08,0.970262,0.995168071,0.99758111,-0.00242182,,6.25E-08,0.948204,0.992208445,0.996096604,-0.003911034,,6.25E-08,0.953164,0.99281815,0.996402604,-0.003603882,,6.25E-08,0.949308,0.997739261,0.998868991,-0.001131649,,6.25E-08,0.95693,1.00421971,1.002107634,0.002105416,,6.25E-08,0.95927,1.004920525,1.002457243,,,6.25E-08,0.955048,1.000634926,1.000317413
7.50E-08,0.959538,1.003414297,1.001705694,0.001704241,,7.50E-08,0.938157,1.004426015,1.002210564,0.002208125,,7.50E-08,0.96436,1.003622725,1.001809725,0.001808089,,7.50E-08,0.971828,1.000333504,1.000166738,0.000166724,,7.50E-08,0.971005,0.995930144,0.997962997,-0.00203908,,7.50E-08,0.955616,0.999964422,0.999982211,-1.77893E-05,,7.50E-08,0.955541,0.995294039,0.997644245,-0.002358534,,7.50E-08,0.952043,1.000613794,1.00030685,0.000306803,,7.50E-08,0.957271,1.004577562,1.002286168,0.002283558,,7.50E-08,0.95426,0.999672105,0.999836039,,,7.50E-08,0.95761,1.003319217,1.001658234
8.75E-08,0.962786,1.006810817,1.00339963,0.003393864,,8.75E-08,0.93857,1.004868188,1.002431139,0.002428189,,8.75E-08,0.956929,0.995889181,0.997942474,-0.002059646,,8.75E-08,0.982262,1.011073552,1.005521532,0.005506345,,8.75E-08,0.963016,0.987736071,0.993849119,-0.006169876,,8.75E-08,0.956384,1.000768064,1.000383958,0.000383884,,8.75E-08,0.957485,0.997318915,0.998658558,-0.001342343,,8.75E-08,0.953276,1.001909699,1.000954394,0.000953939,,8.75E-08,0.957683,1.005009922,1.002501832,0.002498707,,8.75E-08,0.956393,1.001906612,1.000952852,,,8.75E-08,0.957909,1.003632489,1.001814598
1.00E-07,0.96569,1.009847606,1.004911741,0.004899717,,1.00E-07,0.94011,1.00651697,1.003253193,0.003247913,,1.00E-07,0.960454,0.999557697,0.999778824,-0.000221201,,1.00E-07,0.970681,0.99915286,0.99957634,-0.00042375,,1.00E-07,0.973752,0.998747658,0.999373633,-0.000626564,,1.00E-07,0.951159,0.995300581,0.997647523,-0.002355248,,1.00E-07,0.956549,0.996343975,0.998170313,-0.001831362,,1.00E-07,0.953394,1.002033719,1.001016343,0.001015827,,1.00E-07,0.955933,1.00317344,1.001585463,0.001584208,,1.00E-07,0.9593,1.004951952,1.002472919,,,1.00E-07,0.956239,1.001882775,1.000940945
1.13E-07,0.954618,0.998269323,0.999134287,-0.000866088,,1.13E-07,0.936934,1.003116626,1.001557101,0.001555889,,1.13E-07,0.961344,1.000483932,1.000241937,0.000241907,,1.13E-07,0.974339,1.002918156,1.001458015,0.001456953,,1.13E-07,0.971575,0.996514775,0.998255867,-0.001745656,,1.13E-07,0.958193,1.002661016,1.001329624,0.001328741,,1.13E-07,0.951629,0.99121929,0.995599965,-0.004409744,,1.13E-07,0.956459,1.005255087,1.002624101,0.002620664,,1.13E-07,0.960745,1.008223241,1.004103202,0.004094807,,1.13E-07,0.958474,1.004086644,1.002041239,,,1.13E-07,0.954257,0.999806169,0.99990308
1.25E-07,0.955001,0.998669836,0.999334697,-0.000665525,,1.25E-07,0.938757,1.005068398,1.002530996,0.002527798,,1.25E-07,0.962299,1.001477814,1.000738634,0.000738361,,1.25E-07,0.975154,1.003757061,1.001876769,0.001875011,,1.25E-07,0.968974,0.993847009,0.996918758,-0.003085999,,1.25E-07,0.957368,1.001797729,1.000898461,0.000898058,,1.25E-07,0.963195,1.003266466,1.001631901,0.001630571,,1.25E-07,0.956337,1.005126863,1.002560154,0.002556883,,1.25E-07,0.961594,1.009114197,1.004546762,0.004536456,,1.25E-07,0.957467,1.003031722,1.001514714,,,1.25E-07,0.954288,0.999838649,0.999919321
1.38E-07,0.962409,1.006416578,1.003203159,0.00319804,,1.38E-07,0.937976,1.00423223,1.002113881,0.00211165,,1.38E-07,0.959468,0.998531553,0.999265507,-0.000734763,,1.38E-07,0.978571,1.007274288,1.003630554,0.003623979,,1.38E-07,0.962671,0.987382215,0.99367108,-0.006349033,,1.38E-07,0.951966,0.996145032,0.998070655,-0.001931209,,1.38E-07,0.954199,0.993896208,0.996943433,-0.003061248,,1.38E-07,0.952793,1.001402057,1.000700783,0.000700538,,1.38E-07,0.953999,1.001143866,1.000571769,0.000571606,,1.38E-07,0.954446,0.999866956,0.999933476,,,1.38E-07,0.957725,1.003439706,1.001718377
1.50E-07,0.963514,1.007572105,1.003778913,0.00377179,,1.50E-07,0.935149,1.001205538,1.000602587,0.000602406,,1.50E-07,0.958917,0.99795812,0.998978538,-0.001021984,,1.50E-07,0.975237,1.003842496,1.001919406,0.001917566,,1.50E-07,0.974323,0.999333315,0.999666602,-0.000333454,,1.50E-07,0.953738,0.997999268,0.998999133,-0.001001368,,1.50E-07,0.953437,0.993102507,0.996545286,-0.003460695,,1.50E-07,0.951973,1.000540223,1.000270075,0.000270039,,1.50E-07,0.957426,1.004740222,1.002367309,0.002364511,,1.50E-07,0.955428,1.000895688,1.000447744,,,1.50E-07,0.95569,1.00130757,1.000653572
1.63E-07,0.958527,1.002357067,1.00117784,0.001177147,,1.63E-07,0.938803,1.005117647,1.002555558,0.002552298,,1.63E-07,0.961001,1.000126967,1.000063482,6.34795E-05,,1.63E-07,0.975769,1.0043901,1.002192646,0.002190246,,1.63E-07,0.969598,0.994487027,0.997239704,-0.002764113,,1.63E-07,0.955825,1.000183121,1.000091557,9.15523E-05,,1.63E-07,0.956653,0.996452301,0.998224575,-0.001777003,,1.63E-07,0.955022,1.003744775,1.001870638,0.00186889,,1.63E-07,0.961809,1.009339822,1.004659057,0.004648238,,1.63E-07,0.95591,1.001400626,1.000700068,,,1.63E-07,0.952952,0.998438878,0.999219134
1.75E-07,0.96544,1.009586175,1.004781655,0.004770259,,1.75E-07,0.935821,1.001925006,1.00096204,0.000961578,,1.75E-07,0.961122,1.000252893,1.000126439,0.000126431,,1.75E-07,0.969892,0.998340717,0.999170014,-0.000830331,,1.75E-07,0.973447,0.998434828,0.999217108,-0.000783199,,1.75E-07,0.955869,1.000229163,1.000114575,0.000114569,,1.75E-07,0.955691,0.99545028,0.997722546,-0.002280051,,1.75E-07,0.951757,1.000313203,1.000156589,0.000156577,,1.75E-07,0.952762,0.999845736,0.999922865,-7.71382E-05,,1.75E-07,0.956355,1.001866803,1.000932966,,,1.75E-07,0.954745,1.000317463,1.000158719
1.88E-07,0.961009,1.004952561,1.002473222,0.002470169,,1.88E-07,0.938662,1.004966687,1.002480268,0.002477197,,1.88E-07,0.95985,0.998929106,0.999464409,-0.000535734,,1.88E-07,0.9836,1.012450798,1.006206141,0.006186962,,1.88E-07,0.971124,0.996052198,0.998024147,-0.001977807,,1.88E-07,0.953769,0.998031706,0.999015368,-0.000985117,,1.88E-07,0.955477,0.995227377,0.997610834,-0.002392024,,1.88E-07,0.951043,0.999562777,0.999781364,-0.000218659,,1.88E-07,0.955294,1.002502862,1.001250649,0.001249868,,1.88E-07,0.956702,1.002230317,1.001114537,,,1.88E-07,0.956051,1.001685802,1.000842546
2.00E-07,0.957183,1.000951611,1.000475692,0.000475579,,2.00E-07,0.935429,1.001505316,1.000752375,0.000752092,,2.00E-07,0.957806,0.996801887,0.998399663,-0.001601619,,2.00E-07,0.980449,1.009207373,1.004593138,0.004582622,,2.00E-07,0.969147,0.99402445,0.997007748,-0.002996738,,2.00E-07,0.960066,1.004620939,1.002307806,0.002305147,,2.00E-07,0.951063,0.990629743,0.995303844,-0.004707217,,2.00E-07,0.952836,1.001447251,1.000723364,0.000723102,,2.00E-07,0.961926,1.009462603,1.004720162,0.004709057,,2.00E-07,0.962998,1.008825936,1.004403273,,,2.00E-07,0.956231,1.001874394,1.000936758
2.13E-07,0.959549,1.0034258,1.001711435,0.001709973,,2.13E-07,0.937443,1.00366158,1.001829117,0.001827446,,2.13E-07,0.960343,0.999442177,0.99972105,-0.000278989,,2.13E-07,0.974626,1.003213574,1.001605498,0.001604211,,2.13E-07,0.971184,0.996113739,0.998054978,-0.001946916,,2.13E-07,0.954678,0.998982891,0.999491316,-0.000508813,,2.13E-07,0.95437,0.994074323,0.997032759,-0.002971652,,2.13E-07,0.955558,1.00430812,1.002151745,0.002149434,,2.13E-07,0.956667,1.003943713,1.001969916,0.001967979,,2.13E-07,0.956767,1.00229841,1.001148545,,,2.13E-07,0.956926,1.002602568,1.001300438
2.38E-07,0.954448,0.998091549,0.999045319,-0.000955137,,2.38E-07,0.93647,1.00261985,1.001309068,0.001308212,,2.38E-07,0.962029,1.001196821,1.000598231,0.000598053,,2.38E-07,0.973512,1.002066898,1.001032916,0.001032383,,2.38E-07,0.965053,0.989825359,0.994899673,-0.005113378,,2.38E-07,0.955969,1.000333804,1.000166888,0.000166874,,2.38E-07,0.953057,0.992706698,0.996346676,-0.003660014,,2.38E-07,0.950497,0.998988921,0.999494333,-0.000505795,,2.38E-07,0.956183,1.003435795,1.001716424,0.001714953,,2.38E-07,0.958261,1.003863508,1.001929892,,,2.38E-07,0.960756,1.006615384,1.003302239
2.63E-07,0.961748,1.005725352,1.00285859,0.002854512,,2.63E-07,0.938603,1.00490352,1.002448762,0.002445768,,2.63E-07,0.955927,0.994846385,0.997419864,-0.00258347,,2.63E-07,0.972128,1.000642303,1.0003211,0.000321048,,2.63E-07,0.973341,0.998326107,0.999162703,-0.000837648,,2.63E-07,0.954538,0.998836394,0.999418028,-0.000582142,,2.63E-07,0.95748,0.997313707,0.99865595,-0.001344954,,2.63E-07,0.957185,1.006018126,1.003004549,0.003000045,,2.63E-07,0.957559,1.004879794,1.002436928,0.002433963,,2.63E-07,0.95773,1.003307238,1.001652254,,,2.63E-07,0.95571,1.001328525,1.000664042
2.88E-07,0.960826,1.004761193,1.002377769,0.002374947,,2.88E-07,0.938296,1.004574834,1.002284807,0.002282201,,2.88E-07,0.960395,0.999496295,0.999748116,-0.000251916,,2.88E-07,0.976471,1.005112691,1.002553086,0.002549833,,2.88E-07,0.973679,0.998672784,0.999336172,-0.000664049,,2.88E-07,0.956711,1.001110239,1.000554966,0.000554812,,2.88E-07,0.957468,0.997301208,0.998649692,-0.00135122,,2.88E-07,0.955466,1.004211427,1.002103501,0.002101292,,2.88E-07,0.95636,1.003621542,1.001809135,0.0018075,,2.88E-07,0.956357,1.001868898,1.000934013,,,2.88E-07,0.954497,1.000057625,1.000028812
3.13E-07,0.96092,1.004859491,1.002426801,0.002423861,,3.13E-07,0.936601,1.002760103,1.001379101,0.001378151,,3.13E-07,0.959985,0.999069602,0.999534693,-0.000465416,,3.13E-07,0.971105,0.999589297,0.999794627,-0.000205394,,3.13E-07,0.966625,0.991437712,0.995709652,-0.004299578,,3.13E-07,0.954776,0.999085439,0.999542615,-0.00045749,,3.13E-07,0.952518,0.992145274,0.996064895,-0.003942868,,3.13E-07,0.953254,1.001886576,1.000942844,0.000942399,,3.13E-07,0.953218,1.00032427,1.000162122,0.000162109,,3.13E-07,0.959602,1.005268324,1.002630702,,,3.13E-07,0.959076,1.004855193,1.002424657
3.38E-07,0.96461,1.008718222,1.004349651,0.004340219,,3.38E-07,0.936378,1.002521351,1.001259882,0.001259089,,3.38E-07,0.960606,0.999715885,0.999857932,-0.000142078,,3.38E-07,0.974393,1.00297374,1.001485766,0.001484663,,3.38E-07,0.968205,0.993058269,0.99652309,-0.003482968,,3.38E-07,0.955387,0.999724795,0.999862388,-0.000137622,,3.38E-07,0.956478,0.996270021,0.998133268,-0.001868476,,3.38E-07,0.953657,1.002310136,1.001154402,0.001153736,,3.38E-07,0.957111,1.004409655,1.002202402,0.002199981,,3.38E-07,0.956084,1.001582907,1.00079114,,,3.38E-07,0.953295,0.998798251,0.999398945
3.63E-07,0.9578,1.001596824,1.000798094,0.000797775,,3.63E-07,0.938114,1.004379978,1.002187596,0.002185207,,3.63E-07,0.957936,0.996937179,0.998467415,-0.00153376,,3.63E-07,0.974061,1.002632002,1.001315136,0.001314272,,3.63E-07,0.973122,0.998101486,0.999050292,-0.000950159,,3.63E-07,0.955426,0.999765605,0.999882795,-0.000117211,,3.63E-07,0.952789,0.992427549,0.996206579,-0.003800634,,3.63E-07,0.951286,0.999818174,0.999909083,-9.09213E-05,,3.63E-07,0.952377,0.99944171,0.999720816,-0.000279223,,3.63E-07,0.956955,1.002495357,1.001246901,,,3.63E-07,0.956678,1.00234273,1.00117068
3.88E-07,0.954662,0.998315335,0.999157312,-0.000843043,,3.88E-07,0.936223,1.002355402,1.001177009,0.001176316,,3.88E-07,0.961595,1.000745151,1.000372506,0.000372437,,3.88E-07,0.970544,0.999011841,0.999505799,-0.000494324,,3.88E-07,0.973639,0.998631757,0.999315644,-0.00068459,,3.88E-07,0.951914,0.996090619,0.998043395,-0.001958521,,3.88E-07,0.956896,0.996705411,0.998351346,-0.001650014,,3.88E-07,0.956215,1.004998639,1.002496204,0.002493094,,3.88E-07,0.955553,1.002774662,1.00138637,0.00138541,,3.88E-07,0.957814,1.003395235,1.001696179,,,3.88E-07,0.953967,0.999502327,0.999751133
4.13E-07,0.95666,1.000404696,1.000202328,0.000202307,,4.13E-07,0.938203,1.004475265,1.002235134,0.00223264,,4.13E-07,0.959908,0.998989467,0.999494606,-0.000505522,,4.13E-07,0.971758,1.00026145,1.000130717,0.000130708,,4.13E-07,0.9706,0.995514748,0.997754853,-0.002247671,,4.13E-07,0.954168,0.998449223,0.999224311,-0.00077599,,4.13E-07,0.955792,0.995555481,0.997775266,-0.002227212,,4.13E-07,0.954978,1.00369853,1.001847558,0.001845854,,4.13E-07,0.955661,1.002887999,1.001442958,0.001441918,,4.13E-07,0.956704,1.002232412,1.001115584,,,4.13E-07,0.954139,0.999682537,0.999841256
4.63E-07,0.959604,1.003483315,1.001740143,0.001738631,,4.63E-07,0.93782,1.00406521,1.002030544,0.002028485,,4.63E-07,0.957928,0.996928854,0.998463246,-0.001537936,,4.63E-07,0.972849,1.001384451,1.000691986,0.000691747,,4.63E-07,0.975487,1.000527194,1.000263562,0.000263528,,4.63E-07,0.956188,1.000562968,1.000281444,0.000281405,,4.63E-07,0.957099,0.996916856,0.998457238,-0.001543953,,4.63E-07,0.952407,1.000996365,1.000498058,0.000497934,,4.63E-07,0.9556,1.002823984,1.001410997,0.001410002,,4.63E-07,0.956276,1.001784044,1.000891624,,,4.63E-07,0.956072,1.001707804,1.000853538
5.13E-07,0.962216,1.006214752,1.003102563,0.00309776,,5.13E-07,0.93574,1.001838284,1.00091872,0.000918298,,5.13E-07,0.959888,0.998968653,0.999484193,-0.00051594,,5.13E-07,0.969251,0.997680915,0.998839785,-0.001160889,,5.13E-07,0.972076,0.997028636,0.998513213,-0.001487894,,5.13E-07,0.954396,0.998687804,0.999343687,-0.000656529,,5.13E-07,0.954741,0.994460757,0.997226532,-0.002777321,,5.13E-07,0.953551,1.002198728,1.001098761,0.001098157,,5.13E-07,0.956856,1.004142053,1.002068887,0.002066749,,5.13E-07,0.955397,1.000863213,1.000431513,,,5.13E-07,0.953392,0.998899881,0.999449789
5.63E-07,0.960236,1.004144214,1.002069965,0.002067825,,5.63E-07,0.934873,1.000910042,1.000454917,0.000454814,,5.63E-07,0.957815,0.996811253,0.998404353,-0.001596921,,5.63E-07,0.974815,1.003408118,1.001702609,0.001701162,,5.63E-07,0.969482,0.994368049,0.997180049,-0.002823935,,5.63E-07,0.95265,0.996860775,0.998429154,-0.001572081,,5.63E-07,0.955443,0.995191962,0.997593084,-0.002409817,,5.63E-07,0.950642,0.999141319,0.999570567,-0.000429525,,5.63E-07,0.954232,1.00138838,1.000693949,0.000693709,,5.63E-07,0.957215,1.00276773,1.001382909,,,5.63E-07,0.956177,1.001817816,1.000908495
6.13E-07,0.959965,1.003860822,1.001928551,0.001926694,,6.13E-07,0.936451,1.002599508,1.00129891,0.001298067,,6.13E-07,0.962782,1.001980478,1.000989749,0.00098926,,6.13E-07,0.97135,0.999841483,0.999920738,-7.92648E-05,,6.13E-07,0.970753,0.995671675,0.997833491,-0.00216886,,6.13E-07,0.954349,0.998638623,0.99931908,-0.000681152,,6.13E-07,0.955875,0.995641935,0.997818588,-0.002183795,,6.13E-07,0.953807,1.002467789,1.001233134,0.001232374,,6.13E-07,0.955503,1.002722191,1.00136017,0.001359246,,6.13E-07,0.956916,1.002454501,1.001226498,,,6.13E-07,0.956923,1.002599425,1.001298869
6.63E-07,0.960062,1.003962258,1.00197917,0.001977214,,6.63E-07,0.934448,1.000455021,1.000227485,0.000227459,,6.63E-07,0.961947,1.001111482,1.000555587,0.000555433,,6.63E-07,0.973177,1.001722072,1.000860666,0.000860296,,6.63E-07,0.96996,0.994858319,0.997425846,-0.002577472,,6.63E-07,0.955794,1.000150683,1.000075339,7.53357E-05,,6.63E-07,0.953022,0.992670242,0.996328381,-0.003678376,,6.63E-07,0.95119,0.999717276,0.999858628,-0.000141382,,6.63E-07,0.954819,1.002004389,1.001001693,0.001001191,,6.63E-07,0.953582,0.998961839,0.999480785,,,6.63E-07,0.953664,0.999184864,0.999592349
7.13E-07,0.961681,1.005655289,1.002823658,0.002819679,,7.13E-07,0.936812,1.002986008,1.001491891,0.001490779,,7.13E-07,0.959516,0.998581507,0.999290502,-0.00070975,,7.13E-07,0.972832,1.001366953,1.000683243,0.00068301,,7.13E-07,0.974618,0.999635887,0.999817927,-0.000182089,,7.13E-07,0.955599,0.999946633,0.999973316,-2.66841E-05,,7.13E-07,0.955972,0.99574297,0.997869215,-0.002133058,,7.13E-07,0.952325,1.000910181,1.000454987,0.000454884,,7.13E-07,0.954347,1.001509063,1.000754247,0.000753963,,7.13E-07,0.956059,1.001556717,1.000778056,,,7.13E-07,0.956072,1.001707804,1.000853538
7.63E-07,0.962331,1.006335011,1.003162505,0.003157515,,7.63E-07,0.93714,1.003337177,1.001667199,0.00166581,,7.63E-07,0.964138,1.003391686,1.001694408,0.001692974,,7.63E-07,0.972749,1.001281518,1.000640554,0.000640349,,7.63E-07,0.967906,0.992751594,0.996369206,-0.003637402,,7.63E-07,0.954181,0.998462826,0.999231118,-0.000769178,,7.63E-07,0.95569,0.995449238,0.997722024,-0.002280574,,7.63E-07,0.951533,1.000077775,1.000038887,3.88861E-05,,7.63E-07,0.953555,1.000677924,1.000338905,0.000338847,,7.63E-07,0.95802,1.003611039,1.001803892,,,7.63E-07,0.955646,1.00126147,1.000630536
8.13E-07,0.96068,1.004608517,1.00230161,0.002298965,,8.13E-07,0.937633,1.003865001,1.001930637,0.001928776,,8.13E-07,0.960776,0.999892806,0.999946402,-5.35996E-05,,8.13E-07,0.972371,1.000892431,1.000446116,0.000446016,,8.13E-07,0.971406,0.996341437,0.998169042,-0.001832636,,8.13E-07,0.954186,0.998468058,0.999233736,-0.000766558,,8.13E-07,0.955966,0.99573672,0.997866083,-0.002136197,,8.13E-07,0.951326,0.999860215,0.999930105,-6.98975E-05,,8.13E-07,0.955347,1.002558481,1.001278424,0.001277607,,8.13E-07,0.956204,1.001708617,1.000853944,,,8.13E-07,0.954693,1.000262981,1.000131482
9.13E-07,0.960351,1.004264473,1.002129968,0.002127703,,9.13E-07,0.936679,1.002843613,1.001420797,0.001419789,,9.13E-07,0.961078,1.000207102,1.000103546,0.00010354,,9.13E-07,0.974339,1.002918156,1.001458015,0.001456953,,9.13E-07,0.970713,0.995630648,0.997812932,-0.002189463,,9.13E-07,0.954806,0.999116831,0.999558318,-0.000441779,,9.13E-07,0.955191,0.994929478,0.997461517,-0.00254171,,9.13E-07,0.952615,1.001214976,1.000607304,0.000607119,,9.13E-07,0.956009,1.003253196,1.001625277,0.001623958,,9.13E-07,0.956844,1.002379074,1.00118883,,,9.13E-07,0.953817,0.999345167,0.99967253
1.01E-06,0.959344,1.003211426,1.001604426,0.00160314,,1.01E-06,0.936281,1.002417499,1.00120802,0.001207291,,1.01E-06,0.96185,1.001010533,1.000505139,0.000505011,,1.01E-06,0.972215,1.000731855,1.000365861,0.000365794,,1.01E-06,0.970144,0.995047042,0.997520447,-0.002482632,,1.01E-06,0.953883,0.998150997,0.999075071,-0.000925357,,1.01E-06,0.955271,0.995012807,0.997503286,-0.002499836,,1.01E-06,0.949887,0.998347801,0.999173559,-0.000826783,,1.01E-06,0.953315,1.000426064,1.000213009,0.000212987,,1.01E-06,0.954683,1.000115235,1.000057616,,,1.01E-06,0.95555,1.001160888,1.000580276
1.11E-06,0.961251,1.005205626,1.002599435,0.002596062,,1.11E-06,0.936981,1.003166946,1.001582221,0.001580971,,1.11E-06,0.959814,0.99889164,0.999445666,-0.000554487,,1.11E-06,0.972553,1.001079769,1.000539739,0.000539593,,1.11E-06,0.97285,0.997822504,0.998910659,-0.001089935,,1.11E-06,0.954953,0.999270653,0.99963526,-0.000364806,,1.11E-06,0.954854,0.994578458,0.997285545,-0.002718146,,1.11E-06,0.951641,1.000191285,1.000095638,9.56334E-05,,1.11E-06,0.953933,1.001074604,1.000537158,0.000537014,,1.11E-06,0.955931,1.001422626,1.00071106,,,1.11E-06,0.954229,0.999776833,0.99988841
1.21E-06,0.962202,1.006200112,1.003095266,0.003090485,,1.21E-06,0.937606,1.003836094,1.001916211,0.001914377,,1.21E-06,0.960116,0.999205935,0.999602889,-0.00039719,,1.21E-06,0.973337,1.001886765,1.000942938,0.000942494,,1.21E-06,0.966984,0.991805927,0.995894536,-0.004113915,,1.21E-06,0.954909,0.999224612,0.999612231,-0.000387845,,1.21E-06,0.956127,0.995904418,0.997950108,-0.002051996,,1.21E-06,0.952396,1.000984803,1.00049228,0.000492159,,1.21E-06,0.953645,1.000772372,1.000386111,0.000386037,,1.21E-06,0.955622,1.001098921,1.000549309,,,1.21E-06,0.955696,1.001313857,1.000656713
