Scattering angle:,30,,,,,Scattering angle:,40,,,,,Scattering angle:,50,,,,,Scattering angle:,60,,,,,Scattering angle:,70,,,,,Scattering angle:,80,,,,,Scattering angle:,90,,,,,Scattering angle:,100,,,,,Scattering angle:,110,,,,,Scattering angle:,120,,,,,Scattering angle:,130,,,
2.50E-08,0.96285,1.002480041,1.001239253,0.001238485,,2.50E-08,0.963989,1.006561519,1.003275396,0.003270043,,2.50E-08,0.949052,0.997084554,0.998541213,-0.001459852,,2.50E-08,0.956351,0.999463874,0.999731901,-0.000268135,,2.50E-08,0.967646,1.004730607,1.002362513,0.002359726,,2.50E-08,0.966926,0.987488472,0.993724546,-0.006295228,,2.50E-08,0.972452,0.997925034,0.998961978,-0.001038561,,2.50E-08,0.973673,0.995064905,0.997529401,-0.002473656,,2.50E-08,0.967391,0.991423096,0.995702313,-0.004306949,,2.50E-08,0.9617,0.989979762,0.994977267,-0.005035389,,2.50E-08,0.986011,1.004629804,1.002312229,0.00230956
3.75E-08,0.966589,1.006372935,1.003181407,0.003176357,,3.75E-08,0.964167,1.00674738,1.003368018,0.003362359,,3.75E-08,0.951457,0.999611274,0.999805618,-0.000194401,,3.75E-08,0.952272,0.99520099,0.997597609,-0.002405281,,3.75E-08,0.962119,0.998991787,0.999495766,-0.000504361,,3.75E-08,0.973772,0.994480058,0.99723621,-0.002767616,,3.75E-08,0.965207,0.990490254,0.995233769,-0.004777626,,3.75E-08,0.980206,1.001741437,1.00087034,0.000869961,,3.75E-08,0.976015,1.000261335,1.000130659,0.00013065,,3.75E-08,0.977324,1.006063201,1.003027019,0.003022447,,3.75E-08,0.973529,0.991912107,0.995947844,-0.004060389
5.00E-08,0.964805,1.004515507,1.002255211,0.002252671,,5.00E-08,0.96844,1.011209088,1.005588926,0.005573366,,5.00E-08,0.94899,0.997019416,0.998508596,-0.001492517,,5.00E-08,0.954204,0.997220086,0.998609075,-0.001391893,,5.00E-08,0.962626,0.999518217,0.99975908,-0.000240949,,5.00E-08,0.971574,0.992235316,0.996110092,-0.003897493,,5.00E-08,0.966173,0.991481558,0.99573167,-0.004277466,,5.00E-08,0.970073,0.991385812,0.99568359,-0.004325752,,5.00E-08,0.984064,1.008510289,1.00424613,0.004237141,,5.00E-08,0.969251,0.997752807,0.998875771,-0.001124861,,5.00E-08,0.977422,0.995878618,0.997937182,-0.002064949
6.25E-08,0.964207,1.003892894,1.001944556,0.001942668,,6.25E-08,0.95981,1.002197963,1.001098378,0.001097775,,6.25E-08,0.94891,0.996935367,0.998466508,-0.001534669,,6.25E-08,0.956207,0.999313382,0.999656632,-0.000343427,,6.25E-08,0.96424,1.001194073,1.000596859,0.00059668,,6.25E-08,0.985469,1.006425805,1.003207757,0.003202624,,6.25E-08,0.968474,0.993842832,0.996916663,-0.003088101,,6.25E-08,0.983006,1.004602954,1.002298835,0.002296197,,6.25E-08,0.977772,1.002061982,1.00103046,0.00102993,,6.25E-08,0.96982,0.998338539,0.999168924,-0.000831422,,6.25E-08,0.96911,0.987409663,0.993684891,-0.006335133
7.50E-08,0.957449,0.996856741,0.998427133,-0.001574105,,7.50E-08,0.961727,1.004199623,1.002097612,0.002095415,,7.50E-08,0.949873,0.997947106,0.998973026,-0.001027502,,7.50E-08,0.957092,1.000238278,1.000119132,0.000119125,,7.50E-08,0.966896,1.003951863,1.001973983,0.001972038,,7.50E-08,0.969648,0.990268358,0.995122283,-0.004889652,,7.50E-08,0.975834,1.001395625,1.000697569,0.000697326,,7.50E-08,0.986117,1.007782304,1.003883611,0.003876089,,7.50E-08,0.976351,1.000605682,1.000302795,0.000302749,,7.50E-08,0.963484,0.991816222,0.995899705,-0.004108724,,7.50E-08,0.975676,0.994099649,0.99704546,-0.002958914
8.75E-08,0.960169,0.999688693,0.999844335,-0.000155678,,8.75E-08,0.966859,1.009558267,1.004767768,0.004756438,,8.75E-08,0.948827,0.996848167,0.99842284,-0.001578405,,8.75E-08,0.952565,0.995507199,0.99775107,-0.002251462,,8.75E-08,0.96826,1.005368138,1.002680477,0.00267689,,8.75E-08,0.978945,0.999763066,0.999881526,-0.000118481,,8.75E-08,0.971741,0.99719541,0.99859672,-0.001404265,,8.75E-08,0.979376,1.000893202,1.000446501,0.000446402,,8.75E-08,0.97017,0.994271132,0.997131452,-0.00287267,,8.75E-08,0.970342,0.998875889,0.999437786,-0.000562372,,8.75E-08,0.978766,0.997247997,0.998623051,-0.001377898
1.00E-07,0.964436,1.004131319,1.002063531,0.002061404,,1.00E-07,0.965089,1.007710099,1.003847647,0.003840264,,1.00E-07,0.949205,0.997245298,0.998621699,-0.001379252,,1.00E-07,0.961311,1.004647473,1.002321043,0.002318354,,1.00E-07,0.966632,1.003677746,1.001837185,0.0018355,,1.00E-07,0.9819,1.002780907,1.001389488,0.001388524,,1.00E-07,0.973825,0.999334,0.999666944,-0.000333111,,1.00E-07,0.977065,0.998531429,0.999265445,-0.000734825,,1.00E-07,0.971576,0.99571206,0.997853727,-0.00214858,,1.00E-07,0.985059,1.014025657,1.00698841,0.006964104,,1.00E-07,0.979029,0.997515963,0.998757209,-0.001243563
1.13E-07,0.963885,1.003557641,1.001777241,0.001775664,,1.13E-07,0.957548,0.999836066,0.99991803,-8.19735E-05,,1.13E-07,0.950103,0.998188746,0.999093963,-0.000906448,,1.13E-07,0.959118,1.002355612,1.001177113,0.001176421,,1.13E-07,0.970074,1.007251659,1.00361928,0.003612746,,1.13E-07,0.96136,0.981804107,0.990860286,-0.009181737,,1.13E-07,0.979215,1.004865189,1.002429643,0.002426696,,1.13E-07,0.98028,1.001817063,1.000908119,0.000907707,,1.13E-07,0.974833,0.999049971,0.999524873,-0.00047524,,1.13E-07,0.972772,1.001377345,1.000688436,0.000688199,,1.13E-07,0.970093,0.988411225,0.994188727,-0.005828224
1.25E-07,0.966209,1.005977294,1.002984194,0.002979751,,1.25E-07,0.957538,0.999825625,0.999912809,-8.71952E-05,,1.25E-07,0.951726,0.999893888,0.999946943,-5.30587E-05,,1.25E-07,0.955369,0.998437605,0.999218497,-0.000781809,,1.25E-07,0.970181,1.007362759,1.003674628,0.003667893,,1.25E-07,0.974539,0.995263369,0.997628873,-0.002373942,,1.25E-07,0.971842,0.997299056,0.998648615,-0.001352299,,1.25E-07,0.975865,0.997305064,0.998651623,-0.001349287,,1.25E-07,0.97429,0.998493482,0.999246457,-0.000753827,,1.25E-07,0.966421,0.994839588,0.997416456,-0.002586887,,1.25E-07,0.983365,1.00193384,1.000966453,0.000965986
1.38E-07,0.963218,1.002863188,1.00143057,0.001429548,,1.38E-07,0.965885,1.008541252,1.004261546,0.004252491,,1.38E-07,0.948118,0.996103283,0.99804974,-0.001952164,,1.38E-07,0.954377,0.997400885,0.998699597,-0.00130125,,1.38E-07,0.96364,1.000571079,1.000285498,0.000285458,,1.38E-07,0.969386,0.990000786,0.994987832,-0.005024771,,1.38E-07,0.98069,1.006378826,1.003184343,0.003179284,,1.38E-07,0.979139,1.000650995,1.000325445,0.000325392,,1.38E-07,0.963623,0.987561491,0.993761284,-0.006258258,,1.38E-07,0.969835,0.99835398,0.999176651,-0.000823688,,1.38E-07,0.984183,1.002767286,1.001382687,0.001381732
1.50E-07,0.960887,1.000436246,1.000218099,0.000218075,,1.50E-07,0.964366,1.006955169,1.003471559,0.003465547,,1.50E-07,0.947766,0.995733468,0.997864454,-0.00213783,,1.50E-07,0.959034,1.002267825,1.00113327,0.001132629,,1.50E-07,0.962683,0.999577402,0.999788679,-0.000211344,,1.50E-07,0.965191,0.985716576,0.992832602,-0.007193207,,1.50E-07,0.972783,0.998264705,0.999131976,-0.000868401,,1.50E-07,0.988414,1.01012977,1.005052123,0.005039404,,1.50E-07,0.985501,1.009982988,1.004979098,0.004966743,,1.50E-07,0.977508,1.006252612,1.003121434,0.003116573,,1.50E-07,0.970426,0.988750513,0.994359348,-0.00565662
1.63E-07,0.960871,1.000419587,1.000209772,0.00020975,,1.63E-07,0.967319,1.010038582,1.005006757,0.004994265,,1.63E-07,0.949412,0.997462774,0.998730581,-0.001270225,,1.63E-07,0.955727,0.998811743,0.999405695,-0.000594482,,1.63E-07,0.968967,1.006102233,1.003046476,0.003041845,,1.63E-07,0.967823,0.988404548,0.994185369,-0.005831602,,1.63E-07,0.972656,0.998134378,0.999066754,-0.000933682,,1.63E-07,0.964176,0.985359253,0.992652635,-0.00737449,,1.63E-07,0.972486,0.996644667,0.998320924,-0.001680488,,1.63E-07,0.979031,1.007820397,1.003902584,0.003894988,,1.63E-07,0.968666,0.986957279,0.993457236,-0.006564262
1.75E-07,0.961604,1.001182757,1.000591204,0.000591029,,1.75E-07,0.967319,1.010038582,1.005006757,0.004994265,,1.75E-07,0.951336,0.99948415,0.999742042,-0.000257992,,1.75E-07,0.959811,1.003079853,1.001538742,0.00153756,,1.75E-07,0.969053,1.006191529,1.003090988,0.00308622,,1.75E-07,0.978522,0.999331071,0.999665479,-0.000334576,,1.75E-07,0.982329,1.008060759,1.00402229,0.004014222,,1.75E-07,0.981865,1.003436886,1.001716969,0.001715497,,1.75E-07,0.969691,0.993780233,0.996885266,-0.003119595,,1.75E-07,0.976909,1.005635998,1.00281404,0.002810088,,1.75E-07,0.979029,0.997515963,0.998757209,-0.001243563
1.88E-07,0.960995,1.000548691,1.000274308,0.00027427,,1.88E-07,0.962868,1.005391013,1.002691883,0.002688267,,1.88E-07,0.947639,0.995600041,0.997797595,-0.002204834,,1.88E-07,0.956696,0.999824426,0.999912209,-8.77945E-05,,1.88E-07,0.965211,1.002202286,1.001100538,0.001099932,,1.88E-07,0.979994,1.000834374,1.0004171,0.000417013,,1.88E-07,0.980461,1.006143827,1.00306721,0.003062515,,1.88E-07,0.983273,1.00487582,1.002434946,0.002431986,,1.88E-07,0.972214,0.99636591,0.998181301,-0.001820355,,1.88E-07,0.972618,1.001218817,1.000609223,0.000609037,,1.88E-07,0.977117,0.995567859,0.997781469,-0.002220996
2.00E-07,0.96311,1.002750742,1.001374427,0.001373483,,2.00E-07,0.964837,1.00744697,1.003716578,0.003709689,,2.00E-07,0.948467,0.996469947,0.998233413,-0.001768149,,2.00E-07,0.96011,1.003392332,1.00169473,0.001693295,,2.00E-07,0.967275,1.004345388,1.002170339,0.002167987,,2.00E-07,0.970858,0.99150409,0.995742984,-0.004266103,,2.00E-07,0.972961,0.998447368,0.999223382,-0.00077692,,2.00E-07,0.971673,0.993020965,0.996504373,-0.003501751,,2.00E-07,0.986779,1.011292736,1.005630517,0.005614724,,2.00E-07,0.969927,0.998448685,0.999224042,-0.00077626,,2.00E-07,0.980595,0.999111534,0.999555668,-0.00044443
2.13E-07,0.964737,1.004444708,1.00221989,0.00221743,,2.13E-07,0.965534,1.008174751,1.004079056,0.004070759,,2.13E-07,0.947075,0.995007496,0.997500625,-0.002502504,,2.13E-07,0.954647,0.997683056,0.998840856,-0.001159816,,2.13E-07,0.966086,1.00311082,1.001554202,0.001552996,,2.13E-07,0.977024,0.997801215,0.998900002,-0.001100603,,2.13E-07,0.971264,0.996705915,0.998351599,-0.001649761,,2.13E-07,0.976073,0.997517634,0.998758046,-0.001242726,,2.13E-07,0.981421,1.005801632,1.002896621,0.002892433,,2.13E-07,0.970127,0.998654566,0.999327057,-0.00067317,,2.13E-07,0.978683,0.99716343,0.998580708,-0.0014203
2.38E-07,0.960953,1.000504962,1.000252449,0.000252417,,2.38E-07,0.959575,1.001952585,1.000975816,0.00097534,,2.38E-07,0.948515,0.996520376,0.998258672,-0.001742846,,2.38E-07,0.956992,1.00013377,1.000066883,6.68807E-05,,2.38E-07,0.963665,1.000597037,1.000298474,0.000298429,,2.38E-07,0.971045,0.991695066,0.995838876,-0.004169806,,2.38E-07,0.96813,0.993489821,0.996739595,-0.003265731,,2.38E-07,0.97865,1.000151252,1.000075623,7.56201E-05,,2.38E-07,0.969428,0.993510699,0.996750069,-0.003255224,,2.38E-07,0.978469,1.007241871,1.003614404,0.003607887,,2.38E-07,0.977367,0.99582258,0.997909104,-0.002093085
2.63E-07,0.96418,1.003864783,1.001930528,0.001928667,,2.63E-07,0.965832,1.008485912,1.004233992,0.004225054,,2.63E-07,0.945312,0.993155269,0.996571758,-0.003434132,,2.63E-07,0.957918,1.001101515,1.000550606,0.000550454,,2.63E-07,0.964483,1.001446386,1.000722932,0.000722671,,2.63E-07,0.969653,0.990273464,0.995124849,-0.004887074,,2.63E-07,0.975599,1.001154469,1.000577068,0.000576902,,2.63E-07,0.974865,0.996283094,0.998139817,-0.001861915,,2.63E-07,0.979489,1.003821636,1.001908996,0.001907176,,2.63E-07,0.975917,1.004614827,1.002304758,0.002302106,,2.63E-07,0.979881,0.998384052,0.999191699,-0.000808628
2.88E-07,0.962473,1.002087524,1.001043218,0.001042674,,2.88E-07,0.960109,1.002510168,1.001254297,0.001253511,,2.88E-07,0.949323,0.99736927,0.998683769,-0.001317098,,2.88E-07,0.957502,1.000666761,1.000333325,0.00033327,,2.88E-07,0.966811,1.003863606,1.001929941,0.001928081,,2.88E-07,0.967546,0.988121657,0.994043086,-0.005974727,,2.88E-07,0.97502,1.000560302,1.000280112,0.000280073,,2.88E-07,0.975576,0.997009715,0.998503738,-0.001497382,,2.88E-07,0.972031,0.996178364,0.998087353,-0.001914479,,2.88E-07,0.974394,1.003047042,1.001522362,0.001521204,,2.88E-07,0.973356,0.99173584,0.995859348,-0.004149249
3.13E-07,0.962361,1.001970914,1.000984972,0.000984487,,3.13E-07,0.964497,1.007091954,1.003539712,0.003533462,,3.13E-07,0.948614,0.996624387,0.998310767,-0.001690662,,3.13E-07,0.959376,1.002625242,1.001311761,0.001310901,,3.13E-07,0.965636,1.002643574,1.001320915,0.001320043,,3.13E-07,0.975749,0.996499101,0.998248016,-0.001753521,,3.13E-07,0.971772,0.997227222,0.998612649,-0.001388315,,3.13E-07,0.976391,0.997842621,0.998920728,-0.001079855,,3.13E-07,0.974171,0.998371526,0.999185431,-0.000814901,,3.13E-07,0.975601,1.004289535,1.002142472,0.002140181,,3.13E-07,0.975545,0.993966175,0.996978523,-0.003026051
3.38E-07,0.959843,0.999349276,0.999674585,-0.000325468,,3.38E-07,0.966644,1.009333772,1.004656047,0.004645241,,3.38E-07,0.947099,0.995032711,0.997513263,-0.002489834,,3.38E-07,0.956677,0.99980457,0.99990228,-9.77246E-05,,3.38E-07,0.970974,1.008186151,1.004084733,0.004076413,,3.38E-07,0.970863,0.991509196,0.995745548,-0.004263528,,3.38E-07,0.969827,0.995231273,0.997612787,-0.002390067,,3.38E-07,0.973643,0.995034246,0.997514033,-0.002489062,,3.38E-07,0.971384,0.995515291,0.997755126,-0.002247398,,3.38E-07,0.969643,0.998156334,0.999077742,-0.000922684,,3.38E-07,0.974443,0.992843366,0.996415258,-0.003591183
3.63E-07,0.962177,1.001779341,1.000889275,0.00088888,,3.63E-07,0.961732,1.004204844,1.002100216,0.002098014,,3.63E-07,0.949003,0.997033074,0.998515435,-0.001485668,,3.63E-07,0.957208,1.000359508,1.000179738,0.000179722,,3.63E-07,0.965325,1.002320655,1.001159655,0.001158983,,3.63E-07,0.971423,0.992081105,0.996032683,-0.003975208,,3.63E-07,0.976368,1.001943613,1.000971335,0.000970863,,3.63E-07,0.973984,0.995382738,0.997688698,-0.002313977,,3.63E-07,0.977732,1.002020989,1.001009984,0.001009475,,3.63E-07,0.962946,0.991262402,0.995621616,-0.004387997,,3.63E-07,0.976286,0.994721167,0.997357091,-0.002646407
3.88E-07,0.960396,0.999925037,0.999962518,-3.74831E-05,,3.88E-07,0.960313,1.002723177,1.001360663,0.001359738,,3.88E-07,0.94877,0.996788282,0.998392849,-0.001608443,,3.88E-07,0.957089,1.000235143,1.000117565,0.000117558,,3.88E-07,0.963526,1.00045271,1.000226329,0.000226304,,3.88E-07,0.965635,0.986170018,0.993060934,-0.006963253,,3.88E-07,0.970603,0.996027601,0.998011824,-0.001990155,,3.88E-07,0.982058,1.003634126,1.001815415,0.001813769,,3.88E-07,0.976039,1.000285931,1.000142955,0.000142945,,3.88E-07,0.979615,1.008421571,1.004201957,0.004193154,,3.88E-07,0.980553,0.999068741,0.999534262,-0.000465846
4.13E-07,0.961667,1.00124835,1.00062398,0.000623786,,4.13E-07,0.962594,1.005104912,1.002549207,0.002545963,,4.13E-07,0.948222,0.996212547,0.998104477,-0.001897322,,4.13E-07,0.95545,0.998522256,0.999260855,-0.000739418,,4.13E-07,0.965998,1.003019448,1.001508586,0.001507449,,4.13E-07,0.971917,0.99258561,0.996285908,-0.003721007,,4.13E-07,0.972446,0.997918877,0.998958897,-0.001041646,,4.13E-07,0.981332,1.002892176,1.001445044,0.001444001,,4.13E-07,0.978179,1.002479093,1.001238779,0.001238013,,4.13E-07,0.977881,1.006636581,1.003312803,0.003307328,,4.13E-07,0.979368,0.997861365,0.99893011,-0.001070463
4.63E-07,0.9618,1.001386824,1.000693172,0.000692932,,4.63E-07,0.964667,1.007269462,1.003628149,0.003621583,,4.63E-07,0.948949,0.996976341,0.998487026,-0.00151412,,4.63E-07,0.958399,1.001604199,1.000801778,0.000801457,,4.63E-07,0.964813,1.001789033,1.000894117,0.000893717,,4.63E-07,0.970611,0.991251837,0.99561631,-0.004393326,,4.63E-07,0.974175,0.999693168,0.999846572,-0.00015344,,4.63E-07,0.978191,0.999682167,0.999841071,-0.000158942,,4.63E-07,0.977225,1.001501394,1.000750415,0.000750134,,4.63E-07,0.975348,1.004029095,1.002012522,0.0020105,,4.63E-07,0.972268,0.990627296,0.995302615,-0.004708452
5.13E-07,0.962733,1.002358225,1.001178418,0.001177725,,5.13E-07,0.960646,1.003070883,1.001534265,0.001533089,,5.13E-07,0.948189,0.996177877,0.998087109,-0.001914723,,5.13E-07,0.957715,1.000889364,1.000444583,0.000444484,,5.13E-07,0.959639,0.996416742,0.998206763,-0.001794847,,5.13E-07,0.971458,0.992116849,0.996050626,-0.003957194,,5.13E-07,0.975916,1.001479773,1.000739613,0.000739339,,5.13E-07,0.975317,0.996745025,0.998371186,-0.001630142,,5.13E-07,0.974925,0.999144257,0.999572037,-0.000428055,,5.13E-07,0.968282,0.996755312,0.998376338,-0.001624982,,5.13E-07,0.975891,0.994318709,0.997155308,-0.002848746
5.63E-07,0.964215,1.003901223,1.001948713,0.001946817,,5.63E-07,0.958999,1.001351147,1.000675345,0.000675117,,5.63E-07,0.949944,0.998021699,0.99901036,-0.00099013,,5.63E-07,0.958333,1.001535223,1.000767317,0.000767023,,5.63E-07,0.961573,0.998424862,0.99921212,-0.00078819,,5.63E-07,0.96529,0.985817682,0.992883519,-0.007141924,,5.63E-07,0.972811,0.998293438,0.999146355,-0.00085401,,5.63E-07,0.978895,1.000401634,1.000200797,0.000200777,,5.63E-07,0.975404,0.999635156,0.999817561,-0.000182455,,5.63E-07,0.968059,0.996525755,0.998261366,-0.001740147,,5.63E-07,0.973498,0.991880522,0.995931986,-0.00407631
6.13E-07,0.964186,1.00387103,1.001933645,0.001931778,,6.13E-07,0.962573,1.005082985,1.002538271,0.002535055,,6.13E-07,0.948963,0.99699105,0.998494391,-0.001506743,,6.13E-07,0.95598,0.999076149,0.999537968,-0.000462139,,6.13E-07,0.962151,0.999025013,0.999512388,-0.000487731,,6.13E-07,0.970652,0.991293709,0.995637338,-0.004372206,,6.13E-07,0.97428,0.999800918,0.999900454,-9.95508E-05,,6.13E-07,0.97461,0.996022492,0.998009264,-0.00199272,,6.13E-07,0.973608,0.99779454,0.998896661,-0.001103948,,6.13E-07,0.96917,0.997669425,0.998834033,-0.001166648,,6.13E-07,0.97426,0.992656911,0.99632169,-0.003685091
6.63E-07,0.965988,1.005747198,1.002869482,0.002865373,,6.63E-07,0.963447,1.005995583,1.002993312,0.002988841,,6.63E-07,0.950041,0.998123609,0.999061364,-0.000939077,,6.63E-07,0.957918,1.001101515,1.000550606,0.000550454,,6.63E-07,0.965879,1.002895887,1.001446897,0.001445851,,6.63E-07,0.968249,0.988839607,0.994404147,-0.005611569,,6.63E-07,0.972246,0.997713638,0.998856165,-0.00114449,,6.63E-07,0.980154,1.001688295,1.000843791,0.000843436,,6.63E-07,0.973372,0.997552677,0.998775589,-0.001225161,,6.63E-07,0.970927,0.999478091,0.999739012,-0.000261023,,6.63E-07,0.97063,0.988958365,0.994463858,-0.005551523
7.13E-07,0.961208,1.000770458,1.000385155,0.000385081,,7.13E-07,0.964052,1.006627302,1.003308179,0.003302719,,7.13E-07,0.949403,0.997453319,0.998725848,-0.001274965,,7.13E-07,0.954945,0.99799449,0.998996742,-0.001003762,,7.13E-07,0.961767,0.998626297,0.999312912,-0.000687324,,7.13E-07,0.971544,0.992204678,0.996094713,-0.003912932,,7.13E-07,0.972014,0.997475561,0.998736983,-0.001263815,,7.13E-07,0.980913,1.00246397,1.001231227,0.00123047,,7.13E-07,0.979253,1.003579774,1.001788288,0.001786691,,7.13E-07,0.967375,0.995821641,0.997908634,-0.002093556,,7.13E-07,0.969196,0.987497287,0.993728981,-0.006290765
7.63E-07,0.963716,1.003381685,1.001689415,0.00168799,,7.63E-07,0.959818,1.002206316,1.00110255,0.001101943,,7.63E-07,0.949484,0.997538418,0.998768451,-0.001232308,,7.63E-07,0.955606,0.998685289,0.999342428,-0.000657788,,7.63E-07,0.96387,1.000809893,1.000404865,0.000404783,,7.63E-07,0.969363,0.989977297,0.994976028,-0.005036634,,7.63E-07,0.971858,0.997315475,0.998656835,-0.001344067,,7.63E-07,0.973413,0.994799193,0.997396207,-0.002607189,,7.63E-07,0.975572,0.99980733,0.99990366,-9.63444E-05,,7.63E-07,0.970019,0.99854339,0.99927143,-0.000728836,,7.63E-07,0.973401,0.99178169,0.995882368,-0.004126133
8.13E-07,0.962572,1.002190599,1.0010947,0.001094101,,8.13E-07,0.961051,1.003493769,1.001745361,0.00174384,,8.13E-07,0.949419,0.997470129,0.998734263,-0.001266539,,8.13E-07,0.955424,0.998495084,0.999247259,-0.000753025,,8.13E-07,0.965578,1.002583352,1.001290843,0.00129001,,8.13E-07,0.968864,0.989467686,0.994719903,-0.005294086,,8.13E-07,0.974315,0.999836835,0.999918414,-8.15891E-05,,8.13E-07,0.976271,0.997719984,0.998859342,-0.001141309,,8.13E-07,0.974905,0.99912376,0.999561784,-0.000438312,,8.13E-07,0.968889,0.997380162,0.998689222,-0.001311638,,8.13E-07,0.971292,0.989632866,0.994802928,-0.005210624
9.13E-07,0.96353,1.003188029,1.001592746,0.001591479,,9.13E-07,0.96323,1.005769,1.002880352,0.002876211,,9.13E-07,0.949459,0.997512153,0.998755302,-0.001245473,,9.13E-07,0.956244,0.99935205,0.999675973,-0.00032408,,9.13E-07,0.961558,0.998409287,0.999204327,-0.00079599,,9.13E-07,0.972541,0.99322288,0.996605679,-0.003400094,,9.13E-07,0.973649,0.999153389,0.999576605,-0.000423485,,9.13E-07,0.979323,1.000839038,1.000419431,0.000419343,,9.13E-07,0.974887,0.999105313,0.999552556,-0.000447544,,9.13E-07,0.968403,0.99687987,0.998438716,-0.001562504,,9.13E-07,0.968386,0.986671992,0.993313642,-0.006708812
1.01E-06,0.96241,1.002021931,1.001010455,0.001009945,,1.01E-06,0.963596,1.006151163,1.003070867,0.003066161,,1.01E-06,0.949564,0.997622467,0.998810526,-0.001190182,,1.01E-06,0.955855,0.998945514,0.999472618,-0.000527521,,1.01E-06,0.963981,1.000925147,1.000462467,0.00046236,,1.01E-06,0.972876,0.993565004,0.996777309,-0.003227895,,1.01E-06,0.969286,0.994676102,0.997334499,-0.00266906,,1.01E-06,0.978458,0.999955033,0.999977516,-2.24839E-05,,1.01E-06,0.973304,0.997482988,0.998740701,-0.001260093,,1.01E-06,0.966244,0.994657383,0.997325114,-0.00267847,,1.01E-06,0.96828,0.98656399,0.993259277,-0.006763545
1.11E-06,0.962923,1.002556046,1.001277207,0.001276392,,1.11E-06,0.966129,1.008796028,1.004388385,0.004378784,,1.11E-06,0.94858,0.996588666,0.998292876,-0.001708583,,1.11E-06,0.955568,0.998645576,0.999322558,-0.000677671,,1.11E-06,0.963052,0.999960544,0.999980272,-1.97286E-05,,1.11E-06,0.969561,0.990179508,0.995077639,-0.004934516,,1.11E-06,0.968906,0.994286148,0.997138981,-0.002865119,,1.11E-06,0.977699,0.999179358,0.999589595,-0.00041049,,1.11E-06,0.973113,0.997287243,0.9986427,-0.001358222,,1.11E-06,0.967555,0.996006934,0.99800147,-0.00200053,,1.11E-06,0.968071,0.986351044,0.993152075,-0.00687148
